Date,Open,High,Low,Close,Adj Close,Volume,Report_ID,neg,neu,pos,compound,Report_Type,Open_Close_Diff,Close_Open_Diff
1999-06-15,0.35416701436042786,0.35677099227905273,0.34895798563957214,0.35416701436042786,0.32487815618515015,4929600,0001012870-99-001954,0.057,0.761,0.182,1.0,10-Q,0.0,0.0
1999-09-10,0.5533850193023682,0.5598959922790527,0.5494790077209473,0.5520830154418945,0.5064269304275513,16742400,0000898430-99-003541,0.057,0.777,0.165,1.0,10-Q,-0.0013020038604736328,-0.0013020038604736328
1999-12-10,0.8138020038604736,0.8177080154418945,0.7760419845581055,0.7903649806976318,0.7250034213066101,9830400,0001012870-99-004592,0.074,0.792,0.134,0.9999,10-Q,-0.023437023162841797,-0.023437023162841797
2000-06-14,2.694010019302368,2.7083330154418945,2.607095956802368,2.6419270038604736,2.423445224761963,27508800,0001012870-00-003358,0.081,0.775,0.143,0.9999,10-Q,-0.05208301544189453,-0.05208301544189453
2000-09-13,2.9114580154418945,2.9661459922790527,2.8489580154418945,2.917968988418579,2.676659345626831,23997600,0001012870-00-004766,0.081,0.782,0.137,0.9999,10-Q,0.00651097297668457,0.00651097297668457
2000-12-08,1.8619790077209473,2.0833330154418945,1.6881510019302368,2.0729169845581055,1.9014915227890015,85339200,0001012870-00-006127,0.085,0.782,0.134,0.9999,10-Q,0.2109379768371582,0.2109379768371582
2001-06-12,3.831249952316284,4.102083206176758,3.8229169845581055,4.043749809265137,3.7093403339385986,110272800,0001012870-01-501180,0.088,0.766,0.145,0.9999,10-Q,0.21249985694885254,0.21249985694885254
2001-09-10,3.2233328819274902,3.2729170322418213,3.091249942779541,3.1566669940948486,2.8956174850463867,187236000,0001012870-01-501827,0.056,0.807,0.137,1.0,10-Q,-0.0666658878326416,-0.0666658878326416
2001-11-23,4.120832920074463,4.1666669845581055,4.050000190734863,4.162499904632568,3.818270683288574,25401600,0001012870-01-502932,0.076,0.775,0.149,1.0,10-Q,0.04166698455810547,0.04166698455810547
2002-05-14,2.997499942779541,3.129167079925537,2.9458329677581787,3.0975000858306885,2.841343879699707,152611200,0001012870-02-002262,0.058,0.791,0.151,1.0,10-K,0.10000014305114746,0.10000014305114746
2002-06-10,2.7274999618530273,2.803333044052124,2.6624999046325684,2.6691670417785645,2.4484331607818604,74914800,0001012870-02-002660,0.076,0.76,0.164,1.0,10-Q,-0.05833292007446289,-0.05833292007446289
2002-09-10,0.7666670083999634,0.9208329916000366,0.7658330202102661,0.8808330297470093,0.8079900741577148,231763200,0001012870-02-003728,0.078,0.776,0.145,1.0,10-Q,0.1141660213470459,0.1141660213470459
2002-12-10,1.1108330488204956,1.1958329677581787,1.0966670513153076,1.1741670370101929,1.0770657062530518,138988800,0001012870-02-004623,0.076,0.767,0.157,1.0,10-Q,0.06333398818969727,0.06333398818969727
2003-04-25,1.1658329963684082,1.1858329772949219,1.1183329820632935,1.1291669607162476,1.0357872247695923,88465200,0001045969-03-001196,0.054,0.761,0.185,1.0,10-K,-0.036666035652160645,-0.036666035652160645
2003-05-22,1.7450000047683716,1.7641669511795044,1.7041670083999634,1.7483329772949219,1.6037496328353882,88881600,0001012870-03-002787,0.086,0.742,0.172,1.0,10-Q,0.003332972526550293,0.003332972526550293
2003-09-09,1.5833330154418945,1.789167046546936,1.5616669654846191,1.7283329963684082,1.585403561592102,248943600,0001193125-03-047111,0.085,0.753,0.162,1.0,10-Q,0.14499998092651367,0.14499998092651367
2003-11-21,1.659999966621399,1.662500023841858,1.6150000095367432,1.6466670036315918,1.5104912519454956,54324000,0001045810-03-000010,0.085,0.755,0.16,1.0,10-Q,-0.013332962989807129,-0.013332962989807129
2004-03-29,2.058332920074463,2.144166946411133,2.0541670322418213,2.1166670322418213,1.9416236877441406,98576400,0001045810-04-000007,0.061,0.788,0.151,1.0,10-K,0.0583341121673584,0.0583341121673584
2004-05-20,1.784999966621399,1.815000057220459,1.7533329725265503,1.7625000476837158,1.6167452335357666,42148800,0001045810-04-000015,0.086,0.757,0.156,1.0,10-Q,-0.022499918937683105,-0.022499918937683105
2004-08-19,0.9691669940948486,0.9866669774055481,0.9566670060157776,0.9716669917106628,0.891312301158905,72440400,0001045810-04-000023,0.067,0.753,0.18,1.0,10-Q,0.002499997615814209,0.002499997615814209
2004-11-22,1.585832953453064,1.625,1.5708329677581787,1.625,1.490615963935852,73378800,0001045810-04-000034,0.067,0.775,0.158,1.0,10-Q,0.039167046546936035,0.039167046546936035
2005-03-22,2.0850000381469727,2.1041669845581055,2.038332939147949,2.045833110809326,1.8766467571258545,62299200,0001045810-05-000008,0.058,0.779,0.163,1.0,10-K,-0.039166927337646484,-0.039166927337646484
2005-06-02,2.2708330154418945,2.3641669750213623,2.2708330154418945,2.3641669750213623,2.1686551570892334,68434800,0001045810-05-000020,0.087,0.762,0.151,1.0,10-Q,0.09333395957946777,0.09333395957946777
2005-08-25,2.441667079925537,2.4608330726623535,2.420833110809326,2.447499990463257,2.2450969219207764,29648400,0001045810-05-000024,0.078,0.77,0.152,1.0,10-Q,0.0058329105377197266,0.0058329105377197266
2005-11-23,3.1541669368743896,3.1875,3.125,3.141666889190674,2.8818583488464355,41194800,0001045810-05-000028,0.079,0.768,0.153,1.0,10-Q,-0.01250004768371582,-0.01250004768371582
2006-03-16,4.180832862854004,4.185832977294922,4.017499923706055,4.031667232513428,3.698256731033325,56841600,0001045810-06-000014,0.057,0.797,0.146,1.0,10-K,-0.14916563034057617,-0.14916563034057617
2006-05-31,3.880000114440918,3.9166669845581055,3.8066670894622803,3.8299999237060547,3.513268232345581,59842200,0001045810-06-000023,0.074,0.765,0.161,1.0,10-Q,-0.05000019073486328,-0.05000019073486328
2006-11-29,6.050000190734863,6.156667232513428,6.02666711807251,6.0833330154418945,5.580254554748535,57979200,0001193125-06-243229,0.069,0.768,0.163,1.0,10-Q,0.03333282470703125,0.03333282470703125
2006-12-07,6.091667175292969,6.125,5.891666889190674,5.945000171661377,5.453363418579102,48689400,0001045810-06-000035,0.07,0.766,0.164,1.0,10-Q,-0.1466670036315918,-0.1466670036315918
2007-03-16,4.7733330726623535,4.781667232513428,4.691667079925537,4.724999904632568,4.33425235748291,52564800,0001045810-07-000008,0.058,0.796,0.146,1.0,10-K,-0.048333168029785156,-0.048333168029785156
2007-05-24,5.756667137145996,5.7733330726623535,5.5,5.5233330726623535,5.066565036773682,60780000,0001045810-07-000019,0.079,0.771,0.15,1.0,10-Q,-0.23333406448364258,-0.23333406448364258
2007-08-22,8.088333129882812,8.114999771118164,7.925000190734863,8.06833267211914,7.401098728179932,56615400,0001045810-07-000045,0.063,0.774,0.162,1.0,10-Q,-0.020000457763671875,-0.020000457763671875
2007-11-21,7.349999904632568,7.605000019073486,7.327499866485596,7.427499771118164,6.813261032104492,64845200,0001045810-07-000053,0.07,0.775,0.155,1.0,10-Q,0.0774998664855957,0.0774998664855957
2008-05-22,5.855000019073486,5.960000038146973,5.762499809265137,5.912499904632568,5.423548698425293,69310800,0001045810-08-000016,0.053,0.808,0.139,1.0,10-Q,0.05749988555908203,0.05749988555908203
2008-08-21,3.4574999809265137,3.484999895095825,3.3350000381469727,3.4049999713897705,3.1234145164489746,102156000,0001045810-08-000020,0.079,0.762,0.159,1.0,10-Q,-0.052500009536743164,-0.052500009536743164
2008-12-02,1.7400000095367432,1.8250000476837158,1.7174999713897705,1.8025000095367432,1.653436541557312,47998800,0001045810-08-000030,0.087,0.758,0.155,1.0,10-Q,0.0625,0.0625
2009-03-13,2.427500009536743,2.484999895095825,2.387500047683716,2.450000047683716,2.247389793395996,119515600,0001045810-09-000013,0.068,0.787,0.145,1.0,10-K,0.022500038146972656,0.022500038146972656
2009-05-20,2.4049999713897705,2.5625,2.3949999809265137,2.432499885559082,2.231337070465088,130943600,0001045810-09-000017,0.087,0.759,0.153,1.0,10-Q,0.027499914169311523,0.027499914169311523
2009-08-20,3.2799999713897705,3.440000057220459,3.2725000381469727,3.424999952316284,3.1417603492736816,81984000,0001045810-09-000024,0.089,0.848,0.063,-1.0,10-Q,0.14499998092651367,0.14499998092651367
2009-11-19,3.307499885559082,3.307499885559082,3.184999942779541,3.244999885559082,2.976644992828369,83384000,0001045810-09-000036,0.087,0.852,0.06,-1.0,10-Q,-0.0625,-0.0625
2010-03-18,4.53249979019165,4.53249979019165,4.324999809265137,4.364999771118164,4.004024505615234,74096400,0001045810-10-000006,0.087,0.849,0.064,-1.0,10-K,-0.16750001907348633,-0.16750001907348633
2010-05-21,3.0250000953674316,3.2699999809265137,3.0250000953674316,3.182499885559082,2.91931414604187,106960000,0001045810-10-000018,0.092,0.837,0.071,-1.0,10-Q,0.1574997901916504,0.1574997901916504
2010-08-30,2.5,2.5199999809265137,2.4100000858306885,2.4100000858306885,2.2106988430023193,60280400,0001045810-10-000029,0.08,0.843,0.077,-1.0,10-Q,-0.08999991416931152,-0.08999991416931152
2010-12-07,3.7125000953674316,3.8324999809265137,3.7049999237060547,3.744999885559082,3.4352967739105225,102681200,0001045810-10-000045,0.075,0.846,0.08,-1.0,10-Q,0.03249979019165039,0.03249979019165039
2011-03-16,4.375,4.587500095367432,4.324999809265137,4.382500171661377,4.020076751708984,147652000,0001045810-11-000015,0.081,0.847,0.072,-1.0,10-K,0.007500171661376953,0.007500171661376953
2011-05-27,4.724999904632568,4.882500171661377,4.71999979019165,4.875,4.471847057342529,65882400,0001045810-11-000031,0.087,0.809,0.104,1.0,10-Q,0.15000009536743164,0.15000009536743164
2011-08-25,3.194999933242798,3.252500057220459,3.115000009536743,3.119999885559082,2.861982822418213,69096800,0001045810-11-000046,0.083,0.84,0.077,-1.0,10-Q,-0.07500004768371582,-0.07500004768371582
2011-11-22,3.697499990463257,3.7899999618530273,3.677500009536743,3.7699999809265137,3.4582290649414062,128748000,0001045810-11-000056,0.04,0.836,0.124,1.0,10-Q,0.07249999046325684,0.07249999046325684
2012-03-13,3.6624999046325684,3.7174999713897705,3.6449999809265137,3.697499990463257,3.3917245864868164,55328800,0001045810-12-000013,0.046,0.815,0.139,1.0,10-K,0.03500008583068848,0.03500008583068848
2012-05-23,3.002500057220459,3.115000009536743,2.9574999809265137,3.109999895095825,2.8528101444244385,49600000,0001045810-12-000027,0.039,0.809,0.153,1.0,10-Q,0.10749983787536621,0.10749983787536621
2012-08-22,3.630000114440918,3.674999952316284,3.617500066757202,3.6600000858306885,3.3573265075683594,31355600,0001045810-12-000036,0.034,0.842,0.124,1.0,10-Q,0.029999971389770508,0.029999971389770508
2012-11-19,2.8975000381469727,2.934999942779541,2.862499952316284,2.924999952316284,2.6831085681915283,40409200,0001045810-12-000060,0.035,0.843,0.122,1.0,10-Q,0.027499914169311523,0.027499914169311523
2013-03-12,3.1700000762939453,3.194999933242798,3.140000104904175,3.184999942779541,2.95849609375,31085600,0001045810-13-000008,0.033,0.827,0.14,1.0,10-K,0.014999866485595703,0.014999866485595703
2013-05-22,3.744999885559082,3.744999885559082,3.5850000381469727,3.5999999046325684,3.360969066619873,48040400,0001045810-13-000054,0.034,0.849,0.118,1.0,10-Q,-0.14499998092651367,-0.14499998092651367
2013-08-21,3.7149999141693115,3.762500047683716,3.7049999237060547,3.7200000286102295,3.4905128479003906,26154000,0001045810-13-000075,0.024,0.848,0.128,1.0,10-Q,0.005000114440917969,0.005000114440917969
2013-11-19,3.9049999713897705,3.940000057220459,3.8550000190734863,3.859999895095825,3.641491174697876,20671600,0001045810-13-000109,0.033,0.853,0.114,1.0,10-Q,-0.04500007629394531,-0.04500007629394531
2014-03-13,4.590000152587891,4.607500076293945,4.412499904632568,4.434999942779541,4.202834129333496,38517200,0001045810-14-000030,0.035,0.825,0.14,1.0,10-K,-0.1550002098083496,-0.1550002098083496
2014-05-21,4.577499866485596,4.617499828338623,4.53249979019165,4.559999942779541,4.34119176864624,21671200,0001045810-14-000085,0.034,0.85,0.116,1.0,10-Q,-0.017499923706054688,-0.017499923706054688
2014-08-20,4.824999809265137,4.847499847412109,4.800000190734863,4.8125,4.601842880249023,22146800,0001045810-14-000158,0.037,0.832,0.131,1.0,10-Q,-0.012499809265136719,-0.012499809265136719
2014-11-19,5.025000095367432,5.039999961853027,4.949999809265137,5.002500057220459,4.803771018981934,24030000,0001045810-14-000188,0.039,0.853,0.108,1.0,10-Q,-0.022500038146972656,-0.022500038146972656
2015-03-12,5.664999961853027,5.707499980926514,5.559999942779541,5.667500019073486,5.463307857513428,40697200,0001045810-15-000036,0.037,0.822,0.14,1.0,10-K,0.0025000572204589844,0.0025000572204589844
2015-05-20,5.262499809265137,5.324999809265137,5.255000114440918,5.260000228881836,5.093959808349609,19682400,0001045810-15-000097,0.031,0.86,0.109,1.0,10-Q,-0.0024995803833007812,-0.0024995803833007812
2015-08-19,5.762499809265137,5.827499866485596,5.684999942779541,5.747499942779541,5.58949089050293,24924800,0001045810-15-000143,0.034,0.805,0.161,1.0,10-Q,-0.014999866485595703,-0.014999866485595703
2015-11-18,7.602499961853027,7.767499923706055,7.519999980926514,7.757500171661377,7.572881698608398,35021600,0001045810-15-000173,0.03,0.87,0.1,1.0,10-Q,0.1550002098083496,0.1550002098083496
2016-03-17,8.244999885559082,8.28499984741211,8.092499732971191,8.204999923706055,8.038911819458008,35368000,0001045810-16-000205,0.037,0.837,0.126,1.0,10-K,-0.039999961853027344,-0.039999961853027344
2016-05-25,11.375,11.422499656677246,11.202500343322754,11.292499542236328,11.092639923095703,45807600,0001045810-16-000275,0.031,0.867,0.102,1.0,10-Q,-0.08250045776367188,-0.08250045776367188
2016-08-23,15.760000228881836,15.829999923706055,15.682499885559082,15.727499961853027,15.477619171142578,33976400,0001045810-16-000300,0.028,0.877,0.095,1.0,10-Q,-0.032500267028808594,-0.032500267028808594
2016-11-22,23.325000762939453,23.434999465942383,23.094999313354492,23.412500381469727,23.040523529052734,33036800,0001045810-16-000353,0.029,0.872,0.099,1.0,10-Q,0.08749961853027344,0.08749961853027344
2017-03-01,25.947500228881836,26.092500686645508,25.27750015258789,25.697500228881836,25.359045028686523,50480400,0001045810-17-000027,0.037,0.802,0.162,1.0,10-K,-0.25,-0.25
2017-05-23,34.92499923706055,34.9474983215332,33.9275016784668,34.25749969482422,33.84189987182617,68124800,0001045810-17-000075,0.035,0.866,0.099,1.0,10-Q,-0.6674995422363281,-0.6674995422363281
2017-08-23,40.29999923706055,41.5625,40.212501525878906,41.45000076293945,40.98320388793945,57952000,0001045810-17-000123,0.032,0.878,0.09,1.0,10-Q,1.1500015258789062,1.1500015258789062
2017-11-21,53.92250061035156,54.130001068115234,53.599998474121094,54.01250076293945,53.40422439575195,39917600,0001045810-17-000172,0.032,0.878,0.091,1.0,10-Q,0.09000015258789062,0.09000015258789062
2018-02-28,61.625,62.025001525878906,60.38249969482422,60.5,59.89742660522461,52311600,0001045810-18-000010,0.031,0.872,0.097,1.0,10-K,-1.125,-1.125
2018-05-22,61.19499969482422,61.45000076293945,60.0625,60.67499923706055,60.0706787109375,51826400,0001045810-18-000080,0.03,0.876,0.094,1.0,10-Q,-0.5200004577636719,-0.5200004577636719
2018-08-16,65.4749984741211,65.5,63.752498626708984,64.36000061035156,63.75836181640625,80126000,0001045810-18-000114,0.028,0.889,0.082,1.0,10-Q,-1.1149978637695312,-1.1149978637695312
2018-11-15,49.23749923706055,51.32500076293945,48.875,50.59749984741211,50.151947021484375,84070800,0001045810-18-000150,0.028,0.889,0.083,1.0,10-Q,1.3600006103515625,1.3600006103515625
2019-02-21,39.76499938964844,40.01250076293945,38.79499816894531,38.942501068115234,38.63819885253906,44854800,0001045810-19-000023,0.031,0.867,0.101,1.0,10-K,-0.8224983215332031,-0.8224983215332031
2019-05-16,39.84000015258789,40.477500915527344,39.412498474121094,40.04750061035156,39.775516510009766,78108800,0001045810-19-000079,0.031,0.877,0.092,1.0,10-Q,0.20750045776367188,0.20750045776367188
2019-08-15,37.70750045776367,37.907501220703125,36.84749984741211,37.192501068115234,36.98207473754883,47720000,0001045810-19-000144,0.028,0.879,0.094,1.0,10-Q,-0.5149993896484375,-0.5149993896484375
2019-11-14,52.23249816894531,52.470001220703125,51.630001068115234,52.4474983215332,52.20237731933594,51808000,0001045810-19-000170,0.029,0.879,0.092,1.0,10-Q,0.21500015258789062,0.21500015258789062
2020-02-20,78.19249725341797,79.08000183105469,74.0875015258789,77.17500305175781,76.87100982666016,81005200,0001045810-20-000010,0.03,0.871,0.099,1.0,10-K,-1.0174942016601562,-1.0174942016601562
2020-05-21,90.51499938964844,90.5250015258789,87.375,87.75250244140625,87.4591064453125,76106800,0001045810-20-000065,0.031,0.87,0.099,1.0,10-Q,-2.7624969482421875,-2.7624969482421875
2020-08-19,122.96499633789062,123.1500015258789,120.9800033569336,121.38500213623047,121.03437042236328,62262400,0001045810-20-000147,0.026,0.886,0.088,1.0,10-Q,-1.5799942016601562,-1.5799942016601562
2020-11-18,134.65249633789062,136.0574951171875,131.85000610351562,134.28750610351562,133.93966674804688,51092400,0001045810-20-000189,0.028,0.882,0.09,1.0,10-Q,-0.364990234375,-0.364990234375
2021-02-26,137.52499389648438,138.5449981689453,133.61000061035156,137.14500427246094,136.83016967773438,50093200,0001045810-21-000010,0.03,0.873,0.098,1.0,10-K,-0.3799896240234375,-0.3799896240234375
2021-05-26,157.34249877929688,157.9375,155.8625030517578,157.0,156.6936798095703,37044000,0001045810-21-000064,0.026,0.877,0.097,1.0,10-Q,-0.342498779296875,-0.342498779296875
2021-08-20,199.91000366210938,208.64999389648438,199.3300018310547,208.16000366210938,207.8014373779297,67574100,0001045810-21-000131,0.026,0.874,0.101,1.0,10-Q,8.25,8.25
2021-11-22,335.1700134277344,346.4700012207031,319.0,319.55999755859375,319.0658874511719,75433500,0001045810-21-000163,0.027,0.89,0.083,1.0,10-Q,-15.610015869140625,-15.610015869140625
2022-03-18,247.99000549316406,265.69000244140625,246.24000549316406,264.5299987792969,264.19830322265625,73071900,0001045810-22-000036,0.032,0.858,0.11,1.0,10-K,16.539993286132812,16.539993286132812
2022-05-27,181.86000061035156,188.80999755859375,181.0,188.11000061035156,187.8740997314453,73837900,0001045810-22-000079,0.028,0.887,0.085,1.0,10-Q,6.25,6.25
2022-08-31,153.83999633789062,155.39999389648438,149.58999633789062,150.94000244140625,150.78257751464844,57371000,0001045810-22-000147,0.029,0.888,0.083,1.0,10-Q,-2.899993896484375,-2.899993896484375
2022-11-18,159.66000366210938,160.02000427246094,151.1999969482422,154.08999633789062,153.97503662109375,49207200,0001045810-22-000166,0.028,0.889,0.083,1.0,10-Q,-5.57000732421875,-5.57000732421875
2023-02-24,232.25,234.74000549316406,229.47000122070312,232.86000061035156,232.7458038330078,58971600,0001045810-23-000017,0.031,0.859,0.11,1.0,10-K,0.6100006103515625,0.6100006103515625
2023-05-26,378.8999938964844,391.70001220703125,375.5,389.4599914550781,389.3351135253906,71439700,0001045810-23-000093,0.03,0.888,0.083,1.0,10-Q,10.55999755859375,10.55999755859375
2023-08-28,464.82000732421875,469.79998779296875,448.8800048828125,468.3500061035156,468.248291015625,68519200,0001045810-23-000175,0.029,0.889,0.083,1.0,10-Q,3.529998779296875,3.529998779296875
2023-11-21,501.260009765625,505.1700134277344,492.2200012207031,499.44000244140625,499.3726501464844,56574700,0001045810-23-000227,0.027,0.892,0.081,1.0,10-Q,-1.82000732421875,-1.82000732421875
2024-02-21,680.0599975585938,688.8800048828125,662.47998046875,674.719970703125,674.6882934570312,69029800,0001045810-24-000029,0.033,0.867,0.101,1.0,10-K,-5.34002685546875,-5.34002685546875
